detection_timestamp,confidence,event
2020-12-30 17:08:19.424000+00:00,0.692172945,Exit
2020-12-30 17:08:19.887000+00:00,0.690059721,Enter
2020-12-30 17:08:20.547000+00:00,0.690059721,Exit
2020-12-30 17:08:44.438000+00:00,0.676432014,Exit
2020-12-30 17:09:16.315000+00:00,0.642813802,Exit
2020-12-30 17:09:27.371000+00:00,0.712957561,Enter
2020-12-30 17:09:52.813000+00:00,0.730024576,Exit
2020-12-30 17:09:55.918000+00:00,0.721987844,Enter
2020-12-30 17:09:56.642000+00:00,0.721987844,Exit
2020-12-30 17:09:56.905000+00:00,0.644466341,Enter
2020-12-30 17:09:57.238000+00:00,0.644466341,Exit
2020-12-30 17:10:23.012000+00:00,0.548859,Enter
2020-12-30 17:10:26.179000+00:00,0.64788264,Enter
2020-12-30 17:10:42.250000+00:00,0.617630541,Exit
2020-12-30 17:10:43.966000+00:00,0.679080188,Exit
2020-12-30 17:10:48.915000+00:00,0.458311349,Exit
2020-12-30 17:10:50.103000+00:00,0.671590328,Exit
2020-12-30 17:11:12.016000+00:00,0.71001035,Exit
2020-12-30 17:11:12.148000+00:00,0.657565057,Enter
2020-12-30 17:11:12.575000+00:00,0.710055649,Enter
2020-12-30 17:11:13.005000+00:00,0.657565057,Exit
2020-12-30 17:11:13.136000+00:00,0.718482018,Enter
2020-12-30 17:11:13.468000+00:00,0.718482018,Exit
2020-12-30 17:11:32.642000+00:00,0.767375946,Enter
2020-12-30 17:12:07.520000+00:00,0.747799039,Exit
2020-12-30 17:12:07.585000+00:00,0.724948704,Enter
2020-12-30 17:12:07.982000+00:00,0.724948704,Exit
2020-12-30 17:12:15.904000+00:00,0.704479396,Exit
2020-12-30 17:12:19.333000+00:00,0.685061514,Exit
2020-12-30 17:13:25.731000+00:00,0.716843963,Exit
2020-12-30 17:13:35.499000+00:00,0.499262184,Exit
2020-12-30 17:13:35.696000+00:00,0.680107474,Enter
2020-12-30 17:13:36.491000+00:00,0.680107474,Exit
2020-12-30 17:13:42.002000+00:00,0.720270336,Enter
2020-12-30 17:14:20.906000+00:00,0.72095567,Exit
